,0,1
the black keys>>gold on the ceiling,-37.55675,-6.6851993
the kooks>>she moves in her own way,30.851639,39.24909
cyndi lauper>>time after time,64.108315,-13.6614
stevie wonder>>superstition - single version,60.403927,28.399036
daft punk>>motherboard,-6.5514317,35.577694
muse>>hysteria,-51.86216,7.0781293
eminem>>stan,14.898509,8.457943
james blake>>limit to your love,-20.32041,28.721027
the strokes>>under cover of darkness,48.340244,-8.332477
blue oyster cult>>dont fear the reaper,18.470684,-65.99915
green day>>american idiot,17.759544,-68.751785
the white stripes>>fell in love with a girl,-36.34756,-21.210035
walk the moon>>shut up and dance,9.707664,7.818347
hoobastank>>the reason,66.19388,-1.2633785
iggy azalea>>black widow,9.280497,-20.750576
new order>>blue monday,-11.706749,-61.176247
4 non blondes>>whats up,62.79494,-17.1433
marvin gaye>>lets get it on,-43.030476,54.057846
elton john>>tiny dancer,66.35163,6.5608516
jessie j>>domino,0.8591531,-11.695599
kygo>>firestone,-13.005978,-8.002829
lana del rey>>national anthem,-5.597132,32.96504
weezer>>say it aint so,37.986282,46.666958
aerosmith>>dream on,-52.73024,-38.357666
the hives>>hate to say i told you so,-64.54958,1.24243
the black eyed peas>>the time dirty bit,13.329448,-7.205184
paul simon>>you can call me al,54.079628,-36.936058
the notorious b.i.g.>>hypnotize,-10.450523,-0.33552602
johnny cash>>ring of fire,37.968143,57.889202
m83>>wait,47.795956,-9.62127
the offspring>>youre gonna go far  kid,55.225166,-36.191193
sheppard>>geronimo,-13.104319,-7.728326
metallica>>nothing else matters,6.1729765,69.39911
young the giant>>my body,-13.660532,46.29352
far east movement>>like a g6,-8.001795,9.054604
mazzy star>>fade into you,-35.250866,-22.542276
calvin harris>>bounce - radio edit,8.052473,-20.701254
the lumineers>>flowers in your hair,-35.14182,-20.090717
tegan and sara>>closer,-14.689227,-33.684925
daryl hall & john oates>>you make my dreams,53.33756,-36.71981
damien rice>>the blowers daughter,48.226585,9.354598
david guetta>>dangerous feat. sam martin,2.4606826,-12.005888
coldplay>>dont panic,-23.90173,-40.721874
evanescence>>bring me to life,-13.603966,-62.463608
noah and the whale>>5 years time,29.455273,-54.852932
disclosure>>f for you,-21.391466,-19.588308
band of horses>>no ones gonna love you,-13.257535,47.841824
tiësto>>red lights,6.7915845,9.800035
michael jackson>>p.y.t. pretty young thing,2.7754245,68.36716
maroon 5>>this love,66.27338,-1.4059664
david guetta>>lovers on the sun feat. sam martin,-9.760323,10.150614
usher>>yeah!,14.657873,-14.827839
alesso>>heroes we could be,-16.385391,-2.6510632
dexys midnight runners>>come on eileen,-34.38433,-56.37438
metric>>help im alive,-39.65624,-1.9867606
coldplay>>in my place,-53.14386,31.8017
phosphorescent>>song for zula,34.162918,24.25236
gorillaz>>dare,-17.701809,-26.693327
bon jovi>>its my life,-57.53331,31.655455
django django>>default,-19.201729,-25.075779
eminem>>the real slim shady,16.78601,1.0110698
queen>>we will rock you,62.55724,-16.858484
wham!>>last christmas - single version,-1.8674504,-77.05992
lana del rey>>blue jeans,-6.4068737,-38.895035
arctic monkeys>>mardy bum,-20.956827,45.344193
david guetta>>where them girls at feat. nicki minaj & flo rida,14.390234,-13.744688
nirvana>>rape me,12.2893095,64.23333
one direction>>story of my life,11.320176,4.651438
ed sheeran>>give me love,-17.581228,-4.6633444
fall out boy>>sugar  were goin down,57.018047,32.87688
stevie wonder>>signed  sealed  delivered im yours,40.787792,52.05216
flo rida>>club cant handle me - feat. david guetta,3.2715676,-14.517227
disclosure>>when a fire starts to burn,28.941496,-33.381817
kiss>>i was made for lovin you,-64.194885,13.6010275
green day>>21 guns,18.122192,-68.74425
ace of base>>all that she wants,17.899883,-68.60135
the killers>>read my mind,20.495056,44.970665
ellie goulding>>lights,-9.011768,9.296571
little dragon>>ritual union,16.947933,41.28996
lady gaga>>do what u want,1.7240226,-11.74275
the national>>bloodbuzz ohio,-8.599054,-43.39532
arcade fire>>afterlife,30.797356,-50.484165
rihanna>>rude boy,10.995928,12.845597
nine inch nails>>closer,-31.067574,-57.251488
tom odell>>another love,32.55692,-52.01869
enrique iglesias>>bailando - spanish version,13.88218,-24.945314
the verve>>bitter sweet symphony,-11.601386,-62.185642
justin timberlake>>rock your body,10.928296,12.978426
calvin harris>>well be coming back,14.480276,-11.387483
louis armstrong>>what a wonderful world,55.857037,-34.972424
keane>>everybodys changing,-13.262642,-11.959184
dusty springfield>>son of a preacher man,54.55683,36.24545
massive attack>>paradise circus,0.22698392,37.085648
ariana grande>>love me harder,-10.080534,9.915406
walk the moon>>anna sun,32.45434,-52.00702
caribou>>odessa,-1.3681605,36.328815
david guetta>>when love takes over feat. kelly rowland,14.523045,-13.572268
bob marley & the wailers>>is this love,-51.83306,31.748413
daft punk>>digital love,-17.734705,-26.202639
ed sheeran>>lego house,-11.094061,8.226994
lady gaga>>paparazzi,3.4689956,12.492075
queen>>another one bites the dust,16.812426,-68.20201
death cab for cutie>>soul meets body,33.64289,36.328762
arctic monkeys>>snap out of it,33.382626,39.506287
warren g>>regulate,7.7078605,15.40906
phantogram>>dont move,-19.292843,-25.025911
katrina & the waves>>walking on sunshine,62.623978,-16.325804
pretty lights>>finally moving,-33.173298,-19.737293
rage against the machine>>bulls on parade,-14.029027,-61.83705
eagles>>hotel california,-64.2406,6.4886236
queen>>under pressure - remastered 2011,62.554848,-14.669827
toto>>hold the line,-64.18513,6.4065228
the outfield>>your love,54.253975,-36.147587
kendrick lamar>>m.a.a.d city,17.828796,-21.033812
the strokes>>you only live once,32.818283,-35.941628
mumford & sons>>lover of the light,-20.82173,27.401432
lady gaga>>the edge of glory,13.637926,4.148203
3 doors down>>kryptonite,-55.680737,33.59736
the prodigy>>smack my bitch up,33.25538,26.849625
jimi hendrix>>purple haze,35.374058,59.04201
arcade fire>>rebellion lies,15.725779,42.1069
bastille>>things we lost in the fire,35.785812,0.019979721
kenny loggins>>footloose,-60.76571,-16.116032
kings of leon>>closer,-21.435,-40.59915
loreen>>euphoria - single version,0.31691608,-10.988419
childish gambino>>heartbeat,-9.263716,-2.602708
kendrick lamar>>i,17.880548,-21.263493
tove lo>>habits stay high,-16.69424,-3.3017912
kylie minogue>>cant get you out of my head,6.531888,-17.120693
mumford & sons>>roll away your stone,18.260736,43.65316
sixpence none the richer>>kiss me,-56.44968,33.397305
rick astley>>never gonna give you up,-34.95473,58.3905
owl city>>good time,-14.334306,-3.437218
kanye west>>blood on the leaves,7.6383033,-22.712034
sublime>>what i got,58.398266,-29.816118
fleet foxes>>mykonos,-13.681698,47.630394
train>>drops of jupiter,-13.347566,-12.252127
gym class heroes>>stereo hearts - feat. adam levine,13.049438,6.1404176
the killers>>smile like you mean it,35.60934,37.634163
scorpions>>wind of change,55.041702,-36.939278
haddaway>>what is love,63.11878,-16.94432
cults>>go outside,-37.176617,-6.8289456
eric clapton>>tears in heaven,60.521732,27.265884
the smashing pumpkins>>today,64.07369,-4.1925545
rihanna>>whats my name,14.490228,-13.674739
shakira>>cant remember to forget you,4.972331,-13.959148
maroon 5>>animals,14.968609,-25.269165
purity ring>>fineshrine,-33.15989,-19.70224
bloodhound gang>>the bad touch,63.91527,16.15589
the kooks>>junk of the heart happy,-31.697372,23.1925
the chemical brothers>>hey boy hey girl,-38.158306,-3.457186
mumford & sons>>hopeless wanderer,-40.23642,3.4739773
jason derulo>>trumpets,14.255387,-6.1917386
kanye west>>monster,-3.2491865,14.694226
ice cube>>it was a good day,-8.778608,2.5833087
bon iver>>calgary,-14.101013,-35.940933
future islands>>seasons waiting on you,15.339888,38.206184
elvis presley>>suspicious minds,60.24012,28.438267
katy perry>>hot n cold,-13.537012,-0.09217544
blondie>>one way or another,5.113085,68.26065
the weeknd>>earned it fifty shades of grey - from the fifty shades of grey soundtrack,-5.898878,-8.379308
ben howard>>old pine,11.785983,47.73972
eminem>>without me,16.53356,-18.138733
kendrick lamar>>backseat freestyle,8.867748,-23.538874
onerepublic>>if i lose myself - alesso vs onerepublic,-15.003077,6.067912
icona pop>>all night,15.13965,-25.503277
no doubt>>just a girl,-53.642227,31.351767
jason derulo>>wiggle feat. snoop dogg,20.535969,-22.627468
beyoncé>>xo,20.966658,-22.955036
blondie>>call me,-19.410261,-61.756313
lykke li>>i follow rivers - the magician remix,-16.101757,6.314487
motörhead>>ace of spades,19.43551,-65.45214
omi>>cheerleader - felix jaehn remix radio edit,4.8064036,-13.372995
elton john>>rocket man i think its going to be a long long time,37.985218,57.62529
prince & the revolution>>kiss,-57.22943,32.043625
a$ap rocky>>wild for the night,19.45435,-22.279465
green day>>when i come around,58.107197,-30.254766
frank ocean>>lost,-8.605847,11.718357
arcade fire>>the suburbs,48.97677,5.8312645
dropkick murphys>>im shipping up to boston,-53.463036,30.360811
nonono>>pumpin blood,5.9213023,9.44673
missy elliott>>get ur freak on,-11.875748,-5.4736733
neon trees>>animal,13.648998,-26.348982
tom petty>>free fallin,-61.67649,-15.381339
the black keys>>fever,-22.744253,-19.419352
the smiths>>there is a light that never goes out,49.460373,5.873897
chumbawamba>>tubthumping,63.677227,-13.648673
the chemical brothers>>galvanize,-35.483864,-5.682999
britney spears>>...baby one more time,18.140465,-68.85155
nirvana>>about a girl,20.095564,-65.162865
simple minds>>dont you forget about me,-52.08836,-39.3408
eminem>>berzerk,8.576722,-23.514484
p!nk>>raise your glass,4.66673,12.084587
sinead oconnor>>nothing compares 2 u,4.6896095,68.54275
van halen>>jump - remastered version,-57.16067,31.632572
arcade fire>>wake up,47.237858,-10.863039
the notorious b.i.g.>>big poppa,8.298551,-22.87027
led zeppelin>>whole lotta love,52.962925,-38.141018
r. kelly>>ignition remix,-9.883623,2.4992728
la roux>>in for the kill,-29.072844,12.749861
john legend>>all of me - tiëstos birthday treatment remix [radio edit],14.928703,-25.302526
emeli sandé>>next to me,-0.41075483,10.205611
lou reed>>perfect day,6.588558,66.09863
cream>>sunshine of your love,59.65845,29.276386
red hot chili peppers>>dani california,-33.441795,-56.618553
lenny kravitz>>fly away,-55.827698,-28.607649
justice>>civilization,-16.02251,-31.838648
kasabian>>club foot,-31.10551,-57.71308
the knack>>my sharona,-35.065998,58.182003
the smiths>>how soon is now 2008 remastered version,-64.05797,2.4563468
r.e.m.>>man on the moon,-37.702312,55.163227
matt and kim>>daylight,-19.0613,-28.984797
stevie wonder>>superstition,60.354588,28.471035
nina simone>>feeling good,-55.831882,-26.77856
the police>>roxanne,37.965263,57.213276
fergie>>a little party never killed nobody all we got,15.272708,-25.666092
florence + the machine>>cosmic love,-16.381247,-34.14169
the killers>>runaways,20.266012,44.22292
wiz khalifa>>black and yellow,8.340268,-22.961311
calvin harris>>thinking about you,13.419999,-5.975524
zz top>>la grange,-56.205685,32.654728
fall out boy>>dance  dance,-36.328163,-49.775024
bruce springsteen>>streets of philadelphia,59.54187,29.275173
eurythmics>>sweet dreams are made of this,60.656067,28.261969
whitney houston>>i will always love you,-64.30418,14.376528
alexandra stan>>mr. saxobeat - radio edit,-4.165528,10.51454
the offspring>>why dont you get a job,57.743015,-31.078838
arctic monkeys>>one for the road,15.406736,55.83699
pearl jam>>black,-11.948571,-62.175926
bon iver>>flume,-35.320072,-19.906162
of monsters and men>>love love love,-20.691818,29.55635
m83>>reunion,16.46017,41.559593
iggy pop>>lust for life,-37.682667,54.80705
paramore>>aint it fun,15.350483,-25.707012
kanye west>>mercy,-3.6073115,14.602611
family of the year>>hero,-39.44638,2.2956874
eminem>>my name is,-2.2936604,14.122084
paramore>>still into you,11.903905,5.523151
plain white ts>>hey there delilah,-60.66542,5.6369376
the wallflowers>>one headlight,4.244784,67.37427
the script>>the man who cant be moved,66.17258,-1.3100452
starship>>we built this city,62.52608,-16.583405
snoop dogg>>drop it like its hot,-0.79330385,-11.136493
kansas>>dust in the wind,-53.281742,-37.608547
arcade fire>>ready to start,15.749589,42.10373
crowded house>>dont dream its over,-52.051003,-39.313374
caesars>>jerk it out - original mix,-53.487934,31.425333
backstreet boys>>i want it that way,-12.723599,1.334545
elvis presley>>jailhouse rock,-56.95866,30.941504
rudimental>>waiting all night feat. ella eyre,14.488225,-10.297771
arctic monkeys>>i wanna be yours,-37.94874,8.174221
katy perry>>i kissed a girl,-13.041394,0.9968183
u2>>sunday bloody sunday,59.334644,29.020113
feist>>1234,29.378328,-55.010647
a tribe called quest>>can i kick it,3.9903982,-18.79284
bob marley & the wailers>>redemption song,36.493866,60.08535
fleetwood mac>>the chain,65.458466,11.94135
the vaccines>>if you wanna,-39.11317,8.777847
onerepublic>>good life,-14.664287,-2.9995918
the national>>i need my girl,-37.77906,7.168304
lana del rey>>off to the races,-5.5098295,33.082157
papa roach>>last resort,-55.47574,33.65432
my chemical romance>>welcome to the black parade,58.445164,-29.7431
lorde>>buzzcut season,-8.76466,-36.565105
the bangles>>walk like an egyptian,62.655006,-16.324732
nicki minaj>>anaconda,15.0671,-25.431267
nirvana>>all apologies,20.127512,-65.16083
two door cinema club>>i can talk,-39.86851,4.786501
jungle>>busy earnin,-8.766945,-35.256126
miley cyrus>>party in the u.s.a.,3.8936875,12.512368
rihanna>>fourfiveseconds,-13.080445,-7.8719587
beyoncé>>best thing i never had,9.78237,-21.684015
don mclean>>american pie,17.279411,-67.49528
the black keys>>next girl,-13.7011385,48.428024
r.e.m.>>shiny happy people,41.012653,50.95917
selena gomez>>come & get it,4.7002482,-13.930315
the mojos>>one day / reckoning song wankelmut remix - radio edit,2.3073342,10.136891
r.e.m.>>its the end of the world as we know it and i feel fine,-55.1336,31.546436
the clash>>rock the casbah,37.467144,57.528576
evanescence>>my immortal,-22.910625,58.040268
chvrches>>gun,-36.49779,-1.2810479
lady antebellum>>need you now,-1.6645522,11.411961
sufjan stevens>>chicago,-15.022873,-35.819237
bob marley & the wailers>>buffalo soldier,-23.019852,-61.98324
muse>>resistance,20.502972,45.613388
atlas genius>>trojans,48.054504,-7.3846684
journey>>any way you want it,16.981205,-68.17875
bastille>>flaws,-24.0893,-15.609951
dire straits>>money for nothing,-35.663628,57.32715
rhye>>open,-1.3479959,36.752464
lana del rey>>radio,15.279336,39.457092
ben howard>>only love,11.792529,47.73309
kings of leon>>pyro,14.618007,53.601734
dr. dre>>forgot about dre,-10.903717,-6.554039
beck>>blue moon,-7.6520247,-35.60668
stone temple pilots>>plush,11.825646,64.514946
the smashing pumpkins>>disarm,-41.601154,-48.90031
the roots>>the seed 2.0,17.9856,1.7827537
duran duran>>hungry like the wolf,-64.39824,6.4542537
hot chip>>over and over,0.17422637,37.125484
the turtles>>happy together,-64.26822,5.115434
kansas>>carry on wayward son,-19.52907,-61.66565
the ting tings>>shut up and let me go,32.007423,39.040367
jefferson airplane>>somebody to love,54.36849,36.151638
kendrick lamar>>poetic justice,6.0216374,14.107303
mumford & sons>>after the storm,29.26219,-55.33718
arctic monkeys>>brianstorm,-13.040211,-60.17947
the beach boys>>good vibrations - 2001 - remaster,-61.101204,-13.411143
florence + the machine>>what the water gave me,47.799145,-11.979822
franz ferdinand>>do you want to,-41.573067,-49.221626
eminem>>rap god,7.6706448,13.655291
kid cudi>>pursuit of happiness nightmare,5.107411,15.000167
beirut>>santa fe,17.165424,41.49579
will smith>>gettin jiggy wit it,-12.606337,-5.3185177
kendrick lamar>>money trees,-2.9081683,15.290475
beyoncé>>countdown,2.975737,-14.454906
frank ocean>>pyramids,6.302308,14.105919
rihanna>>dont stop the music,0.5232705,-11.679688
ram jam>>black betty,-11.354183,-62.982708
coldplay>>charlie brown,-20.596033,-41.357586
interpol>>evil,-35.2659,-22.136791
norah jones>>come away with me,-20.985195,-41.979767
ella henderson>>ghost,-13.141154,-7.7415347
route 94>>my love,0.99075395,8.819868
crazy town>>butterfly,6.4651995,-17.107674
kanye west>>new slaves,-1.3837736,16.416634
arcade fire>>sprawl ii mountains beyond mountains,36.164616,24.689426
flux pavilion>>i cant stop,-16.055813,6.1006007
the xx>>sunset,36.282387,21.987728
mumford & sons>>i gave you all,-40.339966,3.6692193
fleet foxes>>helplessness blues,-40.561314,2.0838494
shakira>>waka waka this time for africa the official 2010 fifa world cup tm song,15.139353,-8.875197
